,post,date,user,vote,image
15,"               The village next to my place of residence. I sometimes go through her on the way to the store. Some time ago one of the operators wanted to put his mast there in the fields. The entire village was hung with rags with the inscriptions ""STOP mast"", ""Save our health!"", ""MAST - DEATH"". I just came back from there, the closed circuit in the car, because I would choke from the stench. class = ""bgfbfbd3""> Smog",2018-12-05 22:40:04,olito,13,
16,"               It is a pity that the climate summit is held in Katowice, not in Rybnik. Participants would walk in gas masks.  # cop24 #smog #slask # air contamination #reference source: Schowek-1.jpg   +: Wiggum89, szynszyla2018 +10 others  ",2018-12-05 21:31:29,1988BaZyL,12,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_90D1rAyqRuXW92OQtBiHWS4eMr9q8cwO,w400.jpg""/>"
17,"               It promises to be a nice night ;-) #wroclaw #smog . . . click to expand the picture. . source: 1544041755201.tajchert.canary.png   +: baby, dstrdstr +2 other  ",2018-12-05 21:29:51,bachus,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_SxPCfrxhLDZyAtJ7rELokaFkUeYMWRwQ,w400.jpg""/>"
18,"               #krakow obviously does nothing about the fight against #smog Krakow is of course the capital of smog └ [⚆ᴥ⚆] ┘ #slask #reverse #polska # air contamination source: i.imgur.com   +: M .... And, tiksiu +22 others  ",2018-12-05 19:32:36,angelo_sodano,24,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_OSBI6IUbSsyGBSweALWAcEli2UFc3zLQ,w400.jpg""/>"
19,"               You know what really scares me. All these post-communist forgotten unprotected landfills for toxic waste with which no authority is doing anything because the subject is not media. It is easier to ban cars in the centers or pretend to subsidize new ecological solutions. These landfills is a ticking bomb and it's time for us to finally disarm it and not wait until it explodes (╯ ° □ °) ╯( ┻━┻ #ecology #ochronasrodowiska #polska #smog #neuropa # 4konserwy show whole   +: pietrek_kogucik, W ...... 1 +2 others  ",2018-12-05 19:27:55,camaro98,4,
20,"               People on cop24 have to be delighted as everyone from the Polish government say how Poland fights for the climate (͡ ° ʖ̯ ͡ °)  # cop24 #katowice #slask #smog . . . click to expand the picture. . source: embed.jpg   +: LobuzKochaMocniej, Kufelpiwa13 +18 others  ",2018-12-05 19:22:37,AvantaR,20,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_oI59EVjCJEZhnXYksdaEEyAAweb8aE8r,w400.jpg""/>"
21,               will this anti-smoker mask be used for everyday walking? http://admirable.co/pl/glowna/331-admirable-maska-przeciwsmogowa.html  #smog #streetwear   ,2018-12-05 19:04:42,ray1902,0,
22,"               #warszawa #smog  All sensors in Warsaw show that pollination today is to survive. In the morning it was almost readings around ~~ 150% so as for the winter quite well. Meanwhile, throughout the day, the whores smoke in the air mercilessly ... Dries in the nose and throat, so the air quality is obviously sucked, I would say that around 400%. I slowly stop believing these readings because this is not the first time. show the whole   +: mboss1111  ",2018-12-05 18:41:32,Khaine,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_nxnsWUTJc85RHp1ENXLUVfKgCo8kEOHw,w400.jpg""/>"
23,"               The combination of smog and asthma is nothing cool ... :(  #astma #zdrowie #smog #gressers #ventolin source: IMG_20181205_181410.jpg   +: Przerośrutnik, PamBeesly +4 others  ",2018-12-05 18:18:35,Czeggu,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_lcXFmc74M2dZM1G3nf9NhB5Uh8ZKtBNZ,w400.jpg""/>"
24,"               If you have a cold and you breathe, you do not inhale the smog because it sticks / binds to nasal secretion which creates a natural filter, replace it only occasionally by vigorous blowing, when the discharge is dark, it should be replaced because the solution has been saturated and it does not stop deadly dust.  show spoiler #news #medycyna #zdrowie #smog  show the whole   +: selawi, I'mSpermiar +1 other  ",2018-12-05 17:08:47,d...............c,3,
25,"  == ➡️ Alfawise air purifier for $ 43.99  The latest Alfawise air purifier is already available in the Polish warehouse, so with fast, free shipping. No somsiad burning tires will hurt you anymore. Breathe freely and enjoy the air without class = ""bgfbfbd3""> smog",2018-12-05 15:59:16,GearBest_Polska,0,
26,"               Elo #smog 'swie zry, from 2 months trying to buy some #superiora air because it's hard to breathe in this #krakow, but I can not hunt any ray and I'm fed up. Hence my questions: 1. Where is the best to buy #xiaomi Air Purifier 2s now? 2. Is this purifier the best I can get for this price? 3. What version is best to take (Chinese, European) and what are they different at all? show the whole   +: good-bye  ",2018-12-05 15:14:30,Skyler,1,
27,"               But I'm pissed off when someone only describes coal mining as ""mining."" You fuck, even the extraction of mineral water is mining, about metal ore mines, or chemical raw materials, not to mention. #gornictwo #wegiel #ekologia #smog   +: viggo_nt, peter_pan +1 other  ",2018-12-05 14:48:56,akhdir,3,
28,"               OdSplot; It's true dark potatoes, potatoes. Today he walked smog down the street and strangled his two children before the kindergarten. A terrible tragedy, people ran, rammed in panic. Fortunately, the older man from the CODE whom PiS took from his retirement drew the constitution and defeated the smog  I have read this commentary on the Twitter today regarding the statements by Szymon Hołownia #polityka   ",2018-12-05 13:45:21,jaryba13,0,
29,"               These are facts and figures. Poland is the top in terms of reducing emissions for many years. We still have a good supply. #polska #smog #ecologia #polithics source: truciciele świata.jpg   +: xeerxees, xniorvox +1 other  ",2018-12-05 13:31:39,rubikoon,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_fnwWhCXpLCK48WnthJebLdNmHORJYW4z,w400.jpg""/>"
30,"               I want to do a smog sensor for myself. I was thinking about the SDS011 and PMS5003 sensors. What will be better in terms of measurement accuracy? As far as I know, Airly and LookO2 also use PMS5003. #smog #air pollution # esp8266 #arduino #raspberrypi #iot #domoticz #inteligentnydom show whole source: Free-shipping-2-pc-High-precision-pms5003-G5-pm2-5-sensor-laser-detector-Sensor-py.jpg_640x640.jpg   +: Apollo1993, dirac  ",2018-12-05 09:48:50,Kubaa001,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_BqLwWxZd7Z9s5rUNYzO7ZeevvTKiCOCS,w400.jpg""/>"
31,"               Poles want to have smog, diseases related to air pollution and high bills  #polityka #polska #rakcontent #ekologia #gornictwo #neuropa #bekazpisu #oznkowcywiary source: 1.png   +: Grandek, ZaplutyKarzelReactions +192 others  ",2018-12-05 08:55:49,Lukardio,194,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_b3gJeBhhZmqXpmKlqpXSO6iNhjiJWBu7,w400.jpg""/>"
32,"               I have the same city as you, and in it ... smog.   +: VoMax, szzzzzz  ",2018-12-05 01:09:48,Relewantna,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_2vZbDpXlB9Rc15mOW8ySk8dcXFG5Xbrz,w400.jpg""/>"
33,"               I think I already know where in #krakow such a thick #smog - they extract it directly from coal deposits, compress and then spray them! Everything under the cover of the night ...  show spoiler #heheszki #spiseg   source: x3.wykop.pl   +: wujek_mikazjusz, Ademu +1 different  ",2018-12-04 18:47:05,enron,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_0o3MZhVaZowpzMeREpX81nel8jvFylYQ,w400.jpg""/>"
34,"               Who did not go for a walk on November 19 and 20, he lost his life:  #polska #rakcontent #smog #poznan source: scontent-waw1-1.xx.fbcdn.net   +: Bool distiller, djolaf +5 others  ",2018-12-04 16:13:32,adam2a,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_z9D2id4T1jg5uO3BR40drmB8iqF8u2fW,w400.jpg""/>"
35,"               Find https://www.wykop.pl/link/4676519/spalanie-wegla-bez-dymu-piec-za-600zl/ should have a flame so that smog emission does not occur.  show spoiler (͡º ͜ʖ͡º)   #wegiel #smog #piec # dom #energetyka #ogrzewanie show all   +: uhu8, AwesomeDuda  ",2018-12-04 16:12:51,d......n,2,
36,"               But me, the cursed itch, like Klarenbach, says that we have to use something more ecological because it is more expensive and coal is cheaper. He is probably the first case in Poland that smog causes cerebral atrophy ...  #tvpis #bekazpisu #bekazprawakow #neuropa #polska   +: Lipathor, heathermatarazzo +134 others  ",2018-12-04 09:20:47,JAI2L9LAD,136,
37,"               Kurrrrururr, for the first time in my life I got a seat in MPK. Monthly ticket valid until yesterday. I do not have any translations that I have been buying regularly for two years and I am also buying today, but I forgot about it this morning because I'm in a hurry to work. I still had to pass the stop further because they could not check quickly. You will need to change into a car, create traffic jams and class = ""bgfbfbd3""> smog",2018-12-04 08:47:19,StormtrUper,3,
38,"               Where is the biggest smog? I want to move somewhere where I will die sooner. #gownowpis   +: Freakz, Azulana +1 different  ",2018-12-03 23:54:14,Jestem_Tutaj,3,"<img class=""block lazy"" src=""https://www.wykop.pl/cdn/c3201142/comment_8gtkbQ9q5Q0gJKVCzbLqrSisHGESBDhO,w400.jpg""/>"
39,"               I love #fakenews Eg.    #smog kills 40,000 people a year in Poland.  Do you really die 109 people a day in Poland from smog? Do only idiots believe in these fairy tales?   ",2018-12-03 23:13:03,mat9,0,
40,"               Replacing coal stoves for coal stoves and the problem will end hehe    Controlled house was equipped with a furnace with a feeder for Ekogroszek, unfortunately the owner made a modification and adapted it to burn particleboard.  #smog #warszawa   +: dissident, Telephony +2 others  ",2018-12-03 22:27:11,Bzdziuch,4,
41,"               #smog #cheszczaczepowatrza Hey, can anyone of you have any experience with anti-fog diffusers, such as this: https://www.muratorplus.pl/technika/okna-drzwi/nawiewniki-okienne-z-filter-antysmogowym-na- winter-and-antiallergic-the-summer-aa-Ccpv-bNiQ-r5mk.html? Works toto? In theory, better than a purifier because it does not take up space, electricity does not eat, does not make noise, and deals with the subject at the source. show the whole   +: must  ",2018-12-03 20:02:32,deviator,1,
42,"               About how I quit XDDDD  Wielga Bolzga banned, in the woo is is smog spell XDDD  PS  show the spoiler SELLER GREAT! xD  #polska # cop24 #globalneocieplenie #heheszki #smog source: Screenshot 2018-12-3 at 18.29.26.png   +: widaczew, Szosteczka +1 other  ",2018-12-03 18:31:06,maly_ludek_lego,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_UN7UIfCTQ9cgYOF1kYuVdF9SFOWAtnKW,w400.jpg""/>"
43,"               I will vote even for the part of Riga Petru, if it finally introduces in this game a total ban on installing coal-fired ovens in new homes.  In the case of old houses, any renovation (raising, extension, etc.) requiring notification, also automatically requiring a change in the heating method.  If you can not afford gas, electricity, oil, you simply can not afford a house and live in a flat or grandma's room.  If you have gas and you do not join, it's an official order to install heating other than coal or some poor fuel ...  And do not go here with some X generation coal-fired boilers, because it's just the same shit in a different paper. The fact that something meets the Polish emission standard, it means that it is still something that is stomping everyone around.  I repeat, if you can not afford to heat the house according to the scenario of a civilized man, then stay where you are.  And such a fact for fans of coal, eco-peas, pellets and other poor fuels for Janusz. Gas is cheaper. It no longer writes about purity, aesthetics, and functionality, because the so-called black and gold fans, soot and ash do not matter. I know that for many, it was the father who met the gas in the working-class hotel in 87, then in the village, someone flogged somebody else's bottles, but do not be closed to the common good of pure air!  #smog #polak show the whole   +: overjoyed, slavas +8 others  ",2018-12-03 17:05:12,KrolWlosowzNosa,10,
44,"               good troll ... (͡ ° ͜ʖ ͡ °) interesting what they played. Requiem for the climate? xD  #pdk #katowice #klimat #heheszki #globalneocieplenie #smog source: 47296391_1962630667186239_9056789088874528768_n.png   +: sikamdozlewu, ThickRozowyKot +61 other  ",2018-12-03 15:23:34,cichanos,63,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_dMinR63UZQs2nEIZbD450rPhrz0ycszt,w400.jpg""/>"
45,"               Look what I came across on the website of the Jarocin commune. CLICK  quotation:    It is not the extremely harsh winter of the turn of 2012/2013 that inspired me to write this statement, but the deepest conviction that the theory of global warming and especially the statement about the decisive impact of human activity on climate change is another hucpa, lacking reliable scientific basis. Information has been disseminated to the public about data falsification by some scientific communities in order to make this dubious theory more credible. In turn, Russian scientists say that we are not at risk of global warming, on the contrary we should expect global cooling. We know that there have been periods of warming and cooling in the past of the Earth. The reasons for these changes have nothing to do with human activity. The inexorable fight that international levy has given the alleged global warming probably will have a devastating effect on the level of economic development of many countries, especially such as Poland, whose energy is based on fossil fuels. In connection with the adoption by Poland of the EU climate and energy package, as time passes, there will be a steady increase in energy prices, and with this increase in the level of prices of all other goods. The only hope that someone on the top of power will wake up and restore normality. Realizing that in this matter nothing at the lowest level of self-government can be done, at least in a symbolic way with my statement, I excluded the area of ​​the Jarocin commune from the area of ​​the rule of all-powerful foolishness. Zbigniew Walczak Head of the Jarocin commune  show spoiler Curtain   #polityka #polska #mojkrajtakipiekny #jarocin #wielkopolska # 4konserwy #neuropa #smog #cieplenieclimatu show all source: oglaszamwszemiwobeczejestemdebilem.png   +: LeifEriksson, match +2 others  ",2018-12-03 15:19:31,Hadzi,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_xp1jk6cjoY45ScKbVg0JhUANpsTOoPj6,w400.jpg""/>"
46,"               In #kielce, what is the air, everyone feels. But to sit in the basement to find out if you can get out of it or if it's #high again, it would be nice sensors. Two more days you can vote in the competition. I know what I'm breathing. In Kielce there is a chance that at least one such #airly sensor will be created. You can vote here. You vote?  #air contamination show the whole [see wh2p5502-20170109-exbud-widok-na-kielce-smog-152842.jpg]   +: hoszin, greggy +3 others  ",2018-12-03 14:37:44,stokowiec,5,
47,"               Strong https://twitter.com/KonradPogoda #smog source: pbs.twimg.com   +: krasnij, Khraell +8 others  ",2018-12-03 12:38:40,oscarus,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_XQ90TNSnMFXwhaUQS07cCFNq8YfVaP7h,w400.jpg""/>"
48,               where will I cover the current state of clean air in #poznan without the need to install appki?  #smog   +: Apollo1993  ,2018-12-03 10:15:36,boloney,1,
49,"  Xiaomi OLED Smart Air Purifier 2S (Gearbest) Price: $ 169.99 (640,02 PLN) | Lowest *: $ 169.99 on 28/11/2018 (Number of records: 9 - from 25/09/2018) Coupon: CoufrChi LINK to Gearbest | Price notification and current coupons  Expected shipping: Dec 10 - Dec 12  #kuponynazywo - watch if you want to see more promotions (configure notifications below) ----------------------------------  GROUP on Facebook - https://facebook.com/groups/326747374417279/ CHANNEL in the Telegram application - https://t.me/couponsfromchinacom Price notifications and updated coupon lists can be found here  If you want to be called to specific keywords, write (for example): 'I want to be called to' roidmi 3s '@n_____S'  FAQ (payment / shipment):  show spoiler ** 1. What is the best way to pay? **   Paypal (you must have a PayPal account) or a USD currency card (bank or revolut.com/DiPocket) connected to PayPala (in case of problems there are 180 days to create a claim and recover money (especially important for more expensive packages)). When paying with a currency card attached to PayPala, you should also follow these steps: https: //www.wykop.pl/wpis/25914651/co-zrobic-aby-paypal-obciazyl-karte-walutowa-bez-p/   ** 2. Do you take parcel insurance? **   It's better to take for more expensive purchases.   ** 3. Which shipment to choose? **   For Banggood, the parcel reducing the chance for VAT is Priority Direct Mail (PDM) and European Direct Mail (EDM). For Gearbest Priority Line (is available for selected products in Chinese warehouse) - this type of shipment reduces the chances of VAT. Other types of parcels do not reduce the chances of VAT, but it is better to take a registered air mail (I think it is best to choose Belgium Registered, then Europe Registered, at the end of PostNL.) Than unregistered, which sometimes can go a long way (of course it can also be registered so long). If it's 60 days, and we still do not have packages, write to Gearbest. It's worth to unpack unpacking packages if you need to. Shipments can be tracked on the Alipaczka website  Set up notifications - blacklist or watch the following tags:  show spoiler. Xiaomi products - https://www.wykop.pl/tag/kuponynazywoxiaomi/   Drones - https://www.wykop.pl/tag/kuponynazywodrony/   Warehouse in Europe - https://www.wykop.pl/tag/kuponynazywoeuropa/   Knives - https://www.wykop.pl/tag/kuponynazywonoze/   Laptops and telephones - https://www.wykop.pl/tag/kuponynazywolaptopykomorki/   Telephones - https://www.wykop.pl/tag/kuponynazywotelefony/   Coupons up to $ 10 - https://www.wykop.pl/tag/kuponynazywodo10/   Coupons from 10 to 50 dollars - https://www.wykop.pl/tag/kuponynazywood10do50/   Coupons from 50 to 200 dollars - https://www.wykop.pl/tag/kuponynazywood50do200/   Coupons from 200 to 500 dollars - https://www.wykop.pl/tag/kuponynazywood200do500/   Coupons from over $ 500 - https://www.wykop.pl/tag/kuponynazywopowyzej500/   Reminds about hourly vouchers - https://www.wykop.pl/tag/kuponynazywoprzypomnienie/  ---------------------------------- Tags: #relevant air #smog #kuponynazywoxiaomi # kuponynazywood50do200 * The lowest price for Gearbest and Banggood recorded in my database (the database was created in January 2017)  show spoiler https://www.gearbest.com/air-purifier/pp_1128423.html?wid=1433363  show the whole source: gloimg.gbtcdn.com   +: Apollo1993, Siel  ",2018-12-03 09:21:57,n_____S,2,
50,"               #heels #smog #globalneocieplenie source: i.redd.it   +: wytrzzszcz, spookyscaryskeleton +5 others  ",2018-12-03 09:09:46,lewoprawo,7,
51,"               (͡ ° ͜ʖ ͡ °)  #Nosaczsundajski #krakow #nosacz #polak #polakicebulaki #smog #pdk source: 5rrr76ty.jpg   +: Freakz, Apollo1993 +13 others  ",2018-12-02 22:02:51,NaczelnyWoody,15,
52,"               #wielkismogchinski They're having a good time in Beijing. xD Air over 4 times worse than in Warsaw.  On the attached map you can see what the current state of air (based on AQI USA) looks like in Beijing (1) compared to Warsaw (2), Paris (3) and Tokyo (4).  #gownowpis ​​#smog #chiny #polska #warszawa show whole source: 1543783835777.jpg   +: vvertoi, Mannaz_Isaz_Raido_Kaunan_Othala +18 others  ",2018-12-02 21:52:19,Aedemkun,20,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_h9J4t3qN17opAb4Po1I803FyjAcRJzBH,w400.jpg""/>"
53,"               Mirki, Mirabelki, or reporting to the municipal police that the neighbor for years with yellow smoke from the chimney poisons the area is something reprehensible or acceptable?  #smog #quest   +: Apollo1993, slavas  ",2018-12-02 21:47:30,yakuza1987,2,
54,"               I feel like in some drama: 1. I hate #warszawa and I do not live there because too much of the tax out there is loaded 2. I hate #krakow and I can not live there because #smog very and average robot 3. I like #krolowymost but poverty is strong 4. I love #radom, but poverty and more expensive than in the Queen's Bridge 5. I live in #trojmiasto because it is the best  #jakzyc #przegryw #gorzkiezale #przegryw #pdk show the whole   +: aardwolf, telling +5 others  ",2018-12-02 21:36:19,jestem_na_dworzu,7,
55,"               Read the operating instructions, 4 days my air purifier department with foiled filters (͡ ° ʖ̯ ͡ °) #kielce #smog source: embed.jpg   +: niepaniaju, drugsorbrain +228 others  ",2018-12-02 20:44:35,murgal,230,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_wY8FrN214f2lz4FrM2ScO7bLm2fBJLIn,w400.jpg""/>"
56,"               for a hen, today new ore is so little carcinogenic and purple is XD #smog   ",2018-12-02 19:47:02,chlebakk,0,
57,"               Hi Mireczki. I do not want to write new ones or copy old elaborates. I will write only one thing, actually I will ask you. Where did the belief that smog comes from 1) smoking with ""shit"", garbage, waste, etc. 2) poor quality of coal?  If your neighbor kicks gray or black smoke, stinks, and bites his throat, he is more likely to use fuel than he smokes in the wrong way. The Municipal Guard once visited my parents, even though they smoked with legal coal.  Both factors mentioned above have an impact on air pollution, but not as great as they are attributed to. Even the best quality coal will smoke and fry if it burns unskilfully. Nay! Even wood that functions in the consciousness as a relatively clean fuel will be sour, because it has more gas fraction than coal (energy from wood burning in 70% consists of gas combustion, when in coal it is 30%). Only the coke does not smoke because it is carbonated gas. You buy the best coal on the market, and you'll light it from the bottom, you will smoke, according to the principle presented in the picture below.  Therefore, in the name of cleaner air, beyond the extermination of the habit of burning rubbish, Poles' customs of how to light up and teach them to fire from above should be changed.  I refer to my last entry on this subject: https://www.wykop.pl/wpis/36781443/mirki-scisnal-mroz-i-znowu-glosno-jest-na-temat-sm/ And to the site from which I downloaded knowledge on this topic: http://czysteogrzewanie.pl/ And here a brochure to print with instructions firing up from above for tossing the mugging neighbor: http://czysteogrzewanie.pl/wp-content/uploads/2018/08/poradnik_v2_082018.pdf  PS. Such or similar brochures should be given by municipal guards after interventions, where no smoking was allowed by unauthorized material. Since they have arrived, it means that the delinquent is stinking and someone is bothering it, and if he uses the correct fuel, it means that he smokes it in a bad way and it should be educated.  #ekologia #zdrowie #polska #ogrzewanie #ciekawowki #zanieczyszczenieewowie # question #smog show the whole source: czystogrzewanie.pl   +: push3k-pro, T ...... r +8 others  ",2018-12-02 19:09:22,wilku88,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_vvl5VMCWhatEsMTUS4rf6kS6PX6DOeaK,w400.jpg""/>"
58,"               Zielonki or Smiecionki? #krakow #smog . . . click to expand the picture. . source: 1543768123694.jpg   +: pontoon, Paputka +1 other  ",2018-12-02 17:28:48,M.................j,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_9VMGqv3oW0J3r4Z69bxwGyMqPCkqLmQi,w400.jpg""/>"
59,"               It's nice to open a window in an apartment to ventilate Krakow #krakow #smog   +: Owoc_w_kreplu, exemplary dubbed +2 others  ",2018-12-02 17:10:50,iwepp,4,
60,"               He voted for a smog sensor in my area, I feel like I'm fighting smog. It is a pity that it will not give you anything. #Gownowpis   +: lenovo99, eARLq3  ",2018-12-02 16:27:41,oba-manigger,2,
61,"               Olsztyn lost over 66 percent. funds that, under the Low Emission Restriction program, intended to allocate for the exchange program for old coal stoves. Exactly 883 thousand PLN, which the city received for the ""fees and penalties for the use of the environment"", under the new law took over the State Water Farm Polish waters. This is the organ appointed on 1 January 2018 by the PiS government info from the local electoral #smog #olsztyn #bekazpisu #polityka show whole source: 614D4A47-2D15-40CF-9441-E327041393EA.jpeg   +: BJXSTR, ZaplutyKarzelReactions +21 others  ",2018-12-02 16:24:33,LeifEriksson,23,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_0gKJHuUBmui3qHLQOFCv0PyZA4y32WoM,w400.jpg""/>"
62,"               Construction is coming to an end. Thank you, Mr. Jaśkowiak!  #poznan #smog #architektura #cotusieodpierdala . . . click to expand the picture. . source: dziekujemy.jpg   +: nomad609, SamuraiOrigami +171 others  ",2018-12-02 11:55:50,rubikoon,173,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_yqKVUesM4UERTcWfxD0AmcYI3vC5eaRD,w400.jpg""/>"
