,post,date,user,vote,image
10,"               #bielskobiala #smog And how is it going to be good? source: P210218_08.47.JPG   +: CampbellPrice, salek123 +64 others  ",2018-02-21 09:00:16,defoxe,66,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_489dONjgTKL0nzFpfZEtGbWS5evinoJ1,w400.jpg""/>"
11,"               #smog #warszawa #pracbaza source: fromapp.jpg   +: cycman1916, slavas +3 others  ",2018-02-21 08:59:06,lukz,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_xDhRjlzq8IpugU5rtauHA847pQTWdXFU,w400.jpg""/>"
12,"               The green city of Białystok. #smog #bialystok #polska source: kelb.JPG   +: IcanFlaj, Bruce_Robertson +3 others  ",2018-02-20 23:36:41,Tobiass,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_v0Aa3atethrWUSfjYFMVwt7cLct0fiBp,w400.jpg""/>"
13,"               Such a beautiful today view from Mogielica to the Tatras, and in the commentary ... on the smog;) #gory #malopolska #beskidinspowy source: embed.jpg   +: Dopethrone, FriPuc +11 others  ",2018-02-20 22:05:59,wspodnicynamtb,13,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_5uoACEVJXaS2kvSfpr20E6Cnubt94qaq,wat400.jpg?author=wspodnicynamtb&amp;auth=c6643ede1fa33c5314df331c6730a5cf""/>"
14,"               How are the masks imposed?  #krakow #reklamakreatywnej #smog #heheszki source: scontent.fwaw3-1.fna.fbcdn.net   +: overjoyed, pk347 +5 others  ",2018-02-20 18:50:18,adam2a,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_OAT3gBhKyd8JQQMyoxvlsJgS2aGhsCTm,w400.jpg""/>"
15,"               #piec #zima #zimno #temefficiency #smog #wegiel Do I have anybody with a trowel? how do you burn in it that will come to Poland?: P I live on the ground floor, pulls from the basement, I have eco-peas and wood but I'm afraid that the eco-pea will be lime: P buy something?: P   +: PawelW124, Cronox  ",2018-02-20 13:23:44,sayinn,2,
16,"               Dear Lord, do not throw away, take the trailers, we charge, I will have something to burn #polak #heheszki #humoric #smog #nosaczsundajski source: wykop.pl   +: Health-oriented, ulsterboy +12 others  ",2018-02-20 13:15:21,SopranosSyndrome,14,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_h7zNWXDrZnksXMYGMJjx2z7Ya7nejEpy,w400.jpg""/>"
17,"               I plan to buy an air purifier for home, does anyone know about you, can you advise something? What to look for? #smog #superair #health #humidity #dom #stuff   +: Wrobel_1111, Cronox  ",2018-02-20 13:11:11,paramedix,2,
18,"               Such thoughts, because probably not everyone knows how it looks from the perspective of a person who wants to change the heating to gas. In order to get funding, you need to get down to the end of September. The recruitment is starting in February, ending in April. I call the gas plant for a gas connection to the plot. The helpline tells me that the connection itself must be waiting for 6 to 9 months XDDD. Hurr change to gas, you hurl us, dick, especially hurrrr #smog show the whole   +: sorhu, PawelW124 +2 others  ",2018-02-20 10:59:27,mardory,4,
19,"               I bought a LOOKO2 sensor. The more expensive for PLN 950. I like Polish solutions and I support them. But every day I am thinking more and more about the correctness of this air quality sensor. I have already written to the boys a dozen e-mails with proposals for solutions and amendments. And new ones are coming out every day.  I am an electronics technician, so I was happy to look at the ""inside"" of this Polish electronic thought. The whole works under the control of a simple but giving the possibilities of ESP8266. Simple voltage stabilization, programming connector, RGB diodes signaling the air condition (4 pieces shine all in the same color, I will write further why) and a connected sensor of suspended particles. It is he who measures PM 1, 2.5, 10, formaldehyde levels, temperature and humidity.  And the first thing is that the temp / humidity sensor is inside the module. And therefore, the indications refer to the climate inside the box rather than outside. My phone shows -2C, car -3C, and LookO2 ... 12C :-)  HCHO level. For the first few days, these indications were not supported at all by their website, the API was not even variable. It appeared on Friday. Indication: stable 0. No one knows what, whether particles per million or something else. It's just zero. Only that zero is probably not possible in our time. WHO has determined 0.05ppm as the upper norm, 0.03 reportedly being ""all the time"" in the air. Well, as it shows 0 it probably is zero :-) Like 12C :-)  RGB LEDs - show a good state of air according to the CIEP's findings. Cool! You do not really need to go on the web, just look at the sensor and you already know. Diode is 4 pcs, all are lit at once. I wondered why anyway. I have read the warranty and have already learned: ""Damage to one, two or three diodes is not covered by the warranty."" The record is of course unimportant in accordance with the law (I would advise the boys to remove it so that someone would not cross and did not send to the OCCP), otherwise to undermine the simple non-conformity of the goods with the contract. After 5 days of use with 4, only one lamp shines: -0 Someone did not want to calculate the resistance on the diodes.  I'm cheering as much as I can, but I lose some of my hope from day to day that they may be able to stay longer. It's a pity, because Airly's typically Krakow policy does not suit me so much that I would not buy this solution.  #smog #electronics #industry show all   +: Health-oriented, slavas +2 others  ",2018-02-20 10:34:29,lutecki,4,
20,"               Some time ago I came to my hometown for a moment. I passed the fuel depot and the whole neighborhood was covered with biting, yellow smoke. At first I wanted to call the municipal police, but I decided that I would not do it.  Instead of complaining to the authorities right away, I decided to take the oil lamp - I went to the guy and fucked him, that he was stalking us all, that he smoked the whole area, and you can see that he sells wet coal. I was expecting a foch, but the guest asked ""what should I do?"" I made him an accelerated course of smoking from the top and the benefits of this resulting (both health and economic). The guy grabs what I mean in the flight - almost as quickly as if he just wanted to blow me up. I knew that I would come back that way in 20-30 minutes and if he continued smoking then I would report it immediately.  It somehow happened that I was going past but after about 5-10 minutes. And to my great surprise I saw that only a light balloon comes out of the chimney, and the area has already vented. I was there several times over several days and there was no smoke every time. The guest is probably also now educating their clients, which makes the whole area less crowded.  So, Mirki, I encourage you to sometimes take matters into your own hands before the police or city guards do it. The mandate probably would not teach him anything, and thanks to that, the inhabitants of the area breathe more pure air.  #czujedobrzeczel #chwalesie #smog #bojowkapaleniaodgory  show photo spoiler not mine  show the whole source: wykop.pl   +: Secretary J.0, Pro-healthy +12 others  ",2018-02-20 10:32:36,Bieniuraper,14,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_TosGPUMpTbOJjGEl7IxDXCvJJ0da1SrY,w400.jpg""/>"
21,"               Why do I eat shit in whole #wroclaw? #smog?   +: wykopczykowski_, Cronox  ",2018-02-20 05:47:59,Ariwederczi,2,
22,"               uhuhu #smog source: wykop_pl_dodatki ObrazekZeSchowka.png   +: bijotai, slavas +2 others  ",2018-02-19 23:00:39,Solitary_Man,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_WAEG94jsSosBEknvzDosGDh8bmmuY8CD,w400.jpg""/>"
23,"               In general, I really love wardrobe, such a cool animal. Well, but how fucking me is how he treats criticism.    pay attention to the closet that burning garbage in the fireplace is a stupid idea and applies a plump paw to the ubiquitous smog <NO CLEAR KWWIIIIIIK THE ENTIRE SMOG MEASURES ME IN POLISH KWIIIIIIK 30 CM SQUARE CASE AND EXPERTS ALREADY ALREADY WITH SUITES FOR SOLAR BATTERIES    pay attention to the closet that he does not consider the way and poses a threat under the school where children like to run on the road <KW IIIIK DRIVER EXPERTS RALLY NO ALL IN KIELCE ALMOST I HAVE 10 SECONDS I FOLD ON THE KWIIIIIIK it's good that he will not bother me here  show spoiler btw I do not know what you mean, after all the last episodes by making a gun and atlas license are at least a bit interesting and fun. Earlier, it was just XD funeral  #mocnyvlog show the whole   +: CydrNorweski, tajniak13 +14 others  ",2018-02-19 22:15:32,stworke,16,
24,"               From my today's walk to the mountains This smog is terrible #smog #gory Damnly, in this respect, we should become a more civil society: / source: fromapp.jpg   +: Ragnarokk, merti +5 others  ",2018-02-19 17:44:13,Heninger,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_BpaBtcgQODQgD78BVC0loXxp7g5ecB5L,w400.jpg""/>"
25,"               Hi, can someone from Krakow tell me where the most profitable to buy a dust / anti-fog mask? It's about a mask for just walking around the city :).  There are some stores, in each other prices of filters and masks themselves, someone recommends something ?:] # poll #smog #masque #not   +: Ore, Cronox  ",2018-02-19 17:27:36,MatematycznyPlomien,2,
26,"               #pogopasztukaspam  The author is permanent  #sztuka #smog #jakoscpaa #powietrze #polska source: pbs.twimg.com   +: dasters, Miszcz_oda +7 others  ",2018-02-19 14:21:14,pogop,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_EcDVYRno2MtoXv0uCHUwDvDMv2mkDLQX,w400.jpg""/>"
27,"               Looking for a reasonably sensible #smog measuring station It does not have to be an accurate pm2.5 reading, because the price will probably kill you. I care about showing results online. Will someone recommend something? Xiaomi has something on offer? It can be from #gearbest or #aliexpress   +: Cronox  ",2018-02-19 13:34:26,zielone_szekle,1,
28,"               Hi Mireczki (͡º ͜ʖ͡º) In #krakow, sunshine pierced the smog and I have a great mood, so going to #studbaza I smiled at all passers-by, some people returned the smile and the other part took me crazy. Maybe I've improved my mood for some of you ʕ • ᴥ • ʔ Smile, the life of Mirza is beautiful!   +: CytrynowaWomen, Bl4cky +3 others  ",2018-02-19 13:22:21,zagajkaa,5,
29,"               Because the luft on Ślipek shook with bajsami #slask #smog My elbow source: fromapp.jpg   +: high_hopes, Cronox  ",2018-02-19 12:40:53,Crea,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_gmmuXCqsJp321owNWBCzGARUfFRQZTlI,w400.jpg""/>"
30,"               #select #slask #smog #air pollution Ehh, I think a really good day is getting ready today! ʕ • ᴥ • ʔ Regards nice and warm (.◕‿‿◕.) source: fromapp.jpg   +: compix, Cronox  ",2018-02-19 12:00:20,M.......L,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_jwBA0QSFG5slhgC1l1pwk7xNPgY38pwX,w400.jpg""/>"
31,"               There were tires, no tires (͡ ° ͜ʖ ͡ °) #smog #czistepair #gownowpis ​​#heheszki source: fromapp.jpg   +: Kutazzz, slavas +4 others  ",2018-02-19 11:21:42,MindTree,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_QqJU3r3Twf0ng22XU0RRhMfnQAbucJH1,w400.jpg""/>"
32,"               If you pay attention to the quality of the air around you, you will definitely be interested in this project: https://polakpotrafi.pl/projekt/airqms-dowiedz-sie-czym-oddychasz  #smog #smogkrakowski #smogwroclawski #jakoscpowietrzakowow #jakoscpowietrzakatowice #jakoscpowietrzawarawa #aakoscupa #airqms #polakpotrafi #czysteprzedtrze show whole   +: slavas, Cronox  ",2018-02-19 11:18:56,fryco,2,
33,               #smog #air #zdrowie #krakow #wroclaw smog ... smog ... everywhere smog ... https://wentsystem.com/Oczyszczacz-powietrza-na-smog-i-dla-alergikow-jaki-dobrac-blog-pol-1513941103.html show whole   +: Cronox  ,2018-02-19 08:33:53,pawmar1968,1,
34,"               today you can see a cloud over the city :) #krakow #dziendobry #smog source: fromapp.jpg   +: pieczarrra, slavas +3 others  ",2018-02-19 08:30:06,kemping,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_lpW8J42VvxPTZdEmzjfN6atv75ambiuh,w400.jpg""/>"
35,"               #select #slask #smog #air pollution (͡ ° ʖ̯ ͡ °) source: fromapp.jpg   +: Damasweger, slavas +1 other  ",2018-02-19 03:19:52,M.......L,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_bjIVk87IMTwAawsbd44FQtecRqZY3F4N,w400.jpg""/>"
36,"               #smog #wroclaw Where will I get 3m ffp3 masks in the city? Or other anti-fog messages?   +: mab122, Cronox  ",2018-02-18 22:08:14,zbyasr,2,
37,"  > go out for an hour > come back with a headache  AND THAT YOU WILL HAVE A FROZEN TREES FROM JELIT GOBELIN TO CHUJU #gorzkiezale #smog   +: slavas, Cronox  ",2018-02-18 20:54:32,hamborgir,2,
38,"               #heheszki #smog source: embed.jpg   +: ataeB, Beer_Is_Good_For_You +8 others  ",2018-02-18 20:39:48,Polasz,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_zQFyiCF0pSJ4DDQUrevZjDkIxtWdcIYG,w400.jpg""/>"
39,"               We #wroclaw is not and there was #smog. Please, go away.    data presented by mobile applications - including Canary, according to which on February 9, the concentration of PM2.5 was exceeded almost 13 times! However, the Provincial Inspector for Environmental Protection emphasizes that this is unreliable data.    - Applications are not reliable. It is not possible for a device mounted on a window or column to provide reliable data  Also an interesting fragment:    PLN 10 million will be allocated this year by the Provincial Inspectorate for Environmental Protection to fight smog.    For this money we will monitor pollution in rivers and soil, hazards caused by electromagnetic fields, noise in cities and along roads or the phenomena of acid rain  Fight by monitoring #fuckthelogic (ง ͠ ° ͟ل͜ ͡ °) ง  Read more show the whole   +: witold, wypok_user +7 others  ",2018-02-18 14:13:53,Wychwalany,9,
40,"               In the Financial Times, an article appeared that Poland is European and (and in some cases we even pierce China) a leader in the field of polluted air. Referring to the World Health Organization, 33 of the 50 most polluted cities in Europe are in Poland. I wish you a lot of Mirka's health. https://www.ft.com/content/6712dd66-c91d-11e6-8f29-9445cac8966f    With a staggering 33 out of Europe's 50 bridge polluted cities, according to a World Health Organization, this year, Poland is the continent's capital of smog. It regularly surpasses EU limits on pollution.  #neuropa #zdrowie #europa # world show the whole source: ft.com   +: benzdriver, Wafelek12345 +463 others  ",2018-02-18 12:18:17,Xianist,465,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_IghnJUGUAMf6GHeHuSzfljNwn0dlH3a5,w400.jpg""/>"
41,"               Krakow PREVIOUSLY!  But so seriously ... What's happening to you? North is behind some other sports club or something?  #krakow #smog #heheszki . . . click to expand the picture. . source: fromapp.jpg   +: Zielarz25, Cronox  ",2018-02-18 08:06:54,salamon,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_ndEWvjyT3xrVeSaUKG1OspFPd2FWWVO9,w400.jpg""/>"
42,"               Are there any anti-static cotton covers for #xiaomi Air Purifier filters? Apparently they have to extend the filter five times, I think that the basic function is easier dust removal, but I do not know if anything else. #krakow #smog #aliexpress #chinskiecuda source: ae01.alicdn.com   +: AreQPL, buddy_ +3 others  ",2018-02-18 06:10:39,smietanaminer,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_FxNlbzh76uEzzItr5JEqWZAUwf7gXBuo,w400.jpg""/>"
43,"               (͡ ° ʖ̯ ͡ °) How to live in such conditions? #smog source: opera_2018-02-17_22-47-18.png   +: slavas, Cronox  ",2018-02-17 22:50:18,Zari,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_nhosTi7KBQsDgwH2WcrC2uMJR2V5wH49,w400.jpg""/>"
44,"               You're having fun there #smog source: Screenshot_2018-02-17-22-27-18.png   +: Szkalownik, Wrobel_1111 +11 others  ",2018-02-17 22:35:47,Termak,13,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_DypDS4NUu7jPvuQgU7Xv5FZjPbLStXiC,w400.jpg""/>"
45,"               #CS go  But they made bobsite A. I know where the smog comes from.  show a spoiler. Order ""pitch"" in CSGO, or give ecological players. (͡ ° ͜ʖ ͡ °)     +: Cronox, 77LatBedeNatures  ",2018-02-17 20:31:09,GratisLPG,2,
46,"               #wreczoscwlasna #byloaledobre #heheszki #krakow #smok #smog #snvironment #wroclaw #zakopane # wiedzmin3 #wiedzmin #wiecejtagowniepamietam Such from last year, but unfortunately still valid show the whole source: wykop.pl   +: Testuje_Toster, Damasweger +43 others  ",2018-02-17 20:16:37,marek_antoniusz,45,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_tIBtnXQABvX32FGVOZt72ZYs1y99pFkL,w400.jpg""/>"
47,"               Look what got me from the xD windows #smog #warszawa source: fromapp.jpg   +: S ......... e, flamezz +2 others  ",2018-02-17 16:30:54,Krachu,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_InfeyH0DaYthjVRlxDUxZa6TebOjfhn0,w400.jpg""/>"
48,"               why a car in the city? Not only does the car make smog, it still has traffic jams, why car traffic must be in the city? If someone wants to drive a car, let them do it in remote areas or private area. Buses and bikes are the future and not these useless cars #take the truth # experience #town #cars show the whole   +: Cronox, 77LatBedeNatures  ",2018-02-17 13:47:28,gangag,2,
49,"               The reason for the high level #smog u in Wrocław was found #heheszki source: youtu.be   +: both-manigger, ZycieowaRrawda +4 others  ",2018-02-17 11:07:22,Rostagma,6,"<img class=""block lazy"" src=""https://www.wykop.pl/cdn/c3201142/comment_oLeV25QyC6EyEh0u69pQzdoR9drtNnRU,w400.jpg""/>"
50,"               #smog #humoric source: scontent.fwaw3-1.fna.fbcdn.net   +: D3v0, coordinator of the magazine +10 others  ",2018-02-17 09:05:24,szumek,12,
51,"               How does this #xiaomi mask work in practice? They declare 8 hours on one filter, which is basically one day which is some absurdly low value. These filters are so weak that they lower the value? #krakow #smog source: gloimg.gbtcdn.com   +: Carotas, Cronox +1 other  ",2018-02-17 05:23:43,smietanaminer,3,
52,"               Are you cycling on anti-smog masks? I bought a mask myself for riding around the city, but I did not notice that the #wroclaw masks were somehow popular. (͡ ° ʖ̯ ͡ °) #rower #smog source: bi.gazeta.pl   +: PepeXD, Container ship +1 other  ",2018-02-16 23:52:58,Bemiko,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_bzqBIlVZ4ZAYJ6oyWWG90mjJCuHBpxhu,w400.jpg""/>"
53,               It is better to choose an anti-bacterial or anti-formaldehyde filter for Xiaomi Air Purifier 2 in #krakow? #xiaomi #techweek #smog   +: Cronox  ,2018-02-16 22:37:32,smietanaminer,1,
54,"               The stench that I'm breathing on a walk is a smog? because somebody was saying that the smog nimga and that it was some kind of excavation of the #smog trenches   +: Cronox, 77LatBedeNatures  ",2018-02-16 20:23:14,Tofinen,2,
55,"               Fucking how hard it is to teach parents to smoke from above. I even showed them the experiment and they could see on their eyes that burning vung from the top burns longer without unnecessary stench, there is no need to extend the chimney, so that the neighbor does not smoke in the yard, the pros only. No cancer, hajs in the pocket and no need to constantly walk and add, but after a while, from the convenience of doing the same and do smokehouse. Ehhh ... #smog #heating #of air contamination show the whole   +: vicher62, Fiodor1353 +57 others  ",2018-02-16 19:28:13,brov,59,
56,"               I always try to think well about Poland and my fellow countrymen and I hate this saying ""in Poland as in a pigsty with shit,"" but it is hard to disagree - it is a pigsty. below comments on spotted under the cane stick, which has asthma, so that people do not burn shit in the ovens. only the first few, I still could not read, because I had to go to oncology.  #smog #rakcontent #bekazodmidows show the whole thing source: Bez tytułu.jpg   +: 2ndLaw, Cronox  ",2018-02-16 19:14:06,supernick,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_R8FkZ0WpMBeRnrByUG2FPdRIjY85VYeq,w400.jpg""/>"
57,"               But someone got into the oven, half of the city smoky xD  #krakow #smog source: fromapp.jpg   +: Czarcz, losiu20 +8 others  ",2018-02-16 16:27:24,Vonsatch,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_uDD3aR4q4GblCKVFrcNRdHKRjO6E52bO,w400.jpg""/>"
58,"               #smog source: fromapp.jpg   +: Cronox, 77LatBedeNatures  ",2018-02-16 16:10:46,WolverinePL,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_AwrKNG5gx6MQFHmc025Q9Qx88Uw7BELo,w400.jpg""/>"
59,"               seriously, the comment in this style I saw under the article on the main xD as someone associate I am asking for a link  show spoof #smog #reversematerials #banan #humorimage   source: pissed wykopek.jpg   +: mroz3, Aaciak +184 others  ",2018-02-16 15:52:59,LajfIsBjutiful,186,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_RWwEkLxjbaorOb9UZkgYkQHo9XjPMvlR,w400.jpg""/>"
60,"               Can you get permission from somewhere in Wroclaw to hunt people who smoke in households? The regulation of parasites is an important matter #wroclaw #smog #gownowpis   +: Antonyo77, Cronox  ",2018-02-16 14:24:15,NoGo24,2,
61,"               What application on #android has a widget with #smog? I tried with ""air pollution"" but it is terribly stretched - it looks tragic.   +: Cronox  ",2018-02-16 13:07:00,modzelem,1,
62,"               Data from Thursday. After a few years of fighting with smog in Krakow, Nowa Huta Zdrój wins competition. #smog #heheszki #news #krakow source: embed.jpg   +: Bazylo, Benzdriver +102 others  ",2018-02-16 09:56:34,DanielPlainview,104,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_G5NaTEJKYpswoJgE4g6feB4L4g3pIBm3,w400.jpg""/>"
63,"               @RomanTyka: and they say smog ""produce"" cars [see smog.jpg]   +: Cronox  ",2018-02-16 09:55:18,RomanTyka,1,
64,"               I do not know when the last warning was xd #mazowieckie #warszawa #smog . . . click to expand the picture. . source: fromapp.jpg   +: slavas, Cronox +1 other  ",2018-02-16 09:40:37,A.....c,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_55mqMQjI8UV86WFJ8X43moKOpNvOG25K,w400.jpg""/>"
65,"               #smog like I have good wood and bake, but I would like to smoke even more neighbors and at the same time I like to fire. Are there any filters or something?   +: Vice_Indominus, Czerwony_Krokodyl +3 others  ",2018-02-16 09:29:57,wytrzzeszcz,5,
66,"               In my boiler, coal burns with a blue flame which means a high combustion temperature. It is practically impossible to see from the chimney that it would flow. #smog #wegiel source: fromapp.jpg   +: PawelW124, Cronox +1 other  ",2018-02-16 00:17:27,nieocenzurowany88,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_7lQLNOCNXroafuKX9hAzKLO3IWimRXoi,w400.jpg""/>"
67,"               Do you know that: Smog in Wroclaw is the work of the commune. According to the available knowledge, one owner of the property - the city of Wrocław is responsible for half of the emission of harmful dusts in Wrocław.  https://www.wykop.pl/link/4167695/za-77-problemu-ogrzewania-weglem-we-wroclawiu-odpowiada-sama-gmina-wroclaw/  #polska #wroclaw #smog #air contamination #grouping #mises #libertarianism # 2finders show the whole source: 2018-02-15_172700.png   +: wittorio007, Wrobel_1111 +80 others  ",2018-02-15 17:29:07,RPG-7,82,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_QGj4jmijXYjsyUYra4Y9UpYmvBVYfPXL,w400.jpg""/>"
68,"               hi, what apke do i recommend to check smog? #kiciochpyta #smog #wroclaw   +: KAFF, mendrix +3 others  ",2018-02-15 14:04:32,r.........i,5,
69,"               Mirki, I plan to buy an air purifier for a flat of 90m (living room + 2bedrooms) and then to serve at home about 130 m2 (no recurring plans), from what I learned this one will be rather small, but I am going to move it or buy later a second smaller one to the child's bedroom, I know this is not the perfect solution but it will end this way.  I chose two and I can not decide between Xiaomi Air Purifier Pro and Daikin Ururu MCK 75 J, so I'm asking you because maybe one of you had / tested both and has something to say :), for me  Xiaomi = with pluses has a price (even cheaper it can probably be imported from China), unfortunately has no air humidifier and recently here scrolls many reviews that the sensor is not accurate has a lot of inflated indications, nom and you need to exchange the filter at about half a year for these 120-200pln  Daikan = is almost 2x more expensive but has a humidifier and a set of 5 filters which is enough for 5 years of use, adding the cost of filters Xiaomi comes similar, nom and it is quieter, I read reviews for the first week does not smell nice.  but I think I am more inclined to daikin what do you think ??  #smog #krakow #rzeszow #xiaomi #aliexpress #budujzwykopem show the whole   +: nehm, cookandlovepl +2 others  ",2018-02-15 13:58:21,demiurg34,4,
70,"               @feuer How's smog in Bangkok? Because somewhere I read that tragedy.   +: Cronox, 77LatBedeNatures  ",2018-02-15 11:59:17,LuckyLuq,2,
71,"               #hehehas #hazard #mis #bareja #hardkor #krakow you should heal the heal: D probably that's why #smog flew you away;) source: scontent-waw1-1.xx.fbcdn.net   +: Crisu, in ... a +590 others  ",2018-02-15 08:06:52,szaremyszki,592,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_XBUYixqcO4cZAgLsNF5AxBFzlp3dbAyl,w400.jpg""/>"
